loan_id,no_of_dependents,education,self_employed,annual_income,loan_amount,credit_score,res_assets,com_assets,bank_assets,total_assets,loan_status
3395,1,0,No,42000,107000,466,74000,70000,47000,191000,0
3396,2,0,Yes,6000,23000,335,4000,9000,4000,17000,0
3397,5,0,Yes,44000,152000,446,95000,22000,58000,175000,0
3398,0,1,Yes,92000,294000,868,92000,138000,53000,283000,1
3399,2,1,Yes,69000,253000,763,90000,36000,55000,181000,1
3400,5,0,Yes,51000,137000,527,121000,89000,47000,257000,0
3401,4,1,No,34000,127000,741,33000,61000,37000,131000,1
3402,4,0,Yes,86000,268000,802,74000,28000,117000,219000,1
3403,3,0,Yes,92000,289000,538,139000,83000,49000,271000,0
3404,5,1,Yes,48000,163000,523,88000,23000,28000,139000,1
3405,4,0,No,28000,83000,381,32000,11000,15000,58000,0
3406,1,1,Yes,34000,70000,534,31000,16000,40000,87000,0
3407,5,0,Yes,8000,22000,574,22000,12000,11000,45000,1
3408,1,0,No,41000,111000,405,120000,29000,59000,208000,0
3409,0,0,No,19000,38000,542,8000,5000,21000,34000,0
3410,5,1,Yes,67000,254000,820,103000,81000,39000,223000,1
3411,0,1,No,52000,134000,505,120000,79000,62000,261000,0
3412,3,1,Yes,67000,164000,508,44000,109000,92000,245000,0
3413,1,0,Yes,47000,150000,835,21000,25000,38000,84000,1
3414,0,0,No,60000,220000,826,14000,20000,70000,104000,1
3415,5,0,Yes,65000,189000,427,51000,19000,78000,148000,0
3416,3,1,No,5000,20000,890,8000,7000,4000,19000,1
3417,4,0,No,57000,133000,333,94000,30000,82000,206000,0
3418,4,0,Yes,68000,200000,679,202000,109000,66000,377000,1
3419,5,0,No,31000,123000,805,49000,19000,28000,96000,1
3420,3,0,No,51000,110000,826,118000,29000,27000,174000,1
3421,1,0,Yes,63000,239000,844,163000,49000,45000,257000,1
3422,5,1,Yes,44000,141000,663,53000,49000,26000,128000,1
3423,1,0,No,81000,219000,884,151000,54000,66000,271000,1
3424,1,0,No,11000,37000,508,2000,0,13000,15000,1
3425,0,1,Yes,24000,69000,581,51000,45000,34000,130000,1
3426,3,1,Yes,70000,263000,481,143000,128000,99000,370000,0
3427,1,1,Yes,87000,300000,543,219000,127000,127000,473000,0
3428,0,0,Yes,35000,126000,448,12000,25000,36000,73000,0
3429,1,1,Yes,16000,53000,713,14000,14000,13000,41000,1
3430,5,0,Yes,78000,173000,493,8000,45000,93000,146000,0
3431,2,0,No,37000,92000,819,85000,20000,31000,136000,1
3432,4,1,No,4000,14000,827,-1000,0,6000,5000,1
3433,0,0,No,48000,157000,398,49000,74000,64000,187000,0
3434,0,1,Yes,29000,75000,692,32000,3000,40000,75000,1
3435,5,1,Yes,50000,146000,509,118000,25000,49000,192000,0
3436,0,1,Yes,76000,181000,439,128000,59000,106000,293000,0
3437,1,1,No,30000,94000,622,6000,35000,20000,61000,1
3438,3,0,Yes,2000,7000,526,4000,1000,0,5000,0
3439,5,0,Yes,68000,190000,865,95000,72000,63000,230000,1
3440,5,0,Yes,97000,274000,328,0,184000,79000,263000,0
3441,0,1,Yes,12000,42000,768,28000,22000,15000,65000,1
3442,5,0,Yes,74000,240000,854,43000,67000,87000,197000,1
3443,4,1,No,69000,208000,839,26000,24000,74000,124000,1
3444,0,0,Yes,91000,233000,414,177000,25000,64000,266000,0
3445,0,1,Yes,13000,47000,530,32000,10000,8000,50000,0
3446,3,1,No,66000,146000,841,153000,121000,60000,334000,1
3447,3,0,Yes,18000,57000,670,53000,31000,27000,111000,1
3448,5,0,Yes,82000,209000,726,114000,48000,84000,246000,1
3449,4,0,No,28000,83000,352,49000,26000,37000,112000,0
3450,1,1,Yes,70000,160000,554,130000,86000,79000,295000,1
3451,4,1,No,7000,18000,728,4000,13000,6000,23000,1
3452,0,0,No,74000,255000,463,23000,56000,84000,163000,0
3453,5,0,Yes,23000,50000,431,3000,37000,29000,69000,0
3454,1,1,Yes,6000,19000,445,12000,1000,3000,16000,0
3455,5,1,No,10000,30000,896,28000,11000,11000,50000,1
3456,1,0,Yes,22000,52000,420,29000,1000,23000,53000,0
3457,1,0,No,80000,309000,315,235000,12000,73000,320000,1
3458,4,0,No,86000,209000,867,243000,72000,99000,414000,1
3459,3,0,Yes,75000,260000,342,139000,19000,112000,270000,1
3460,5,0,Yes,52000,118000,711,143000,51000,45000,239000,1
3461,2,0,No,79000,209000,723,17000,18000,71000,106000,1
3462,1,1,Yes,42000,113000,704,47000,28000,40000,115000,1
3463,0,1,No,65000,202000,842,83000,122000,96000,301000,1
3464,0,1,Yes,74000,152000,600,62000,85000,41000,188000,1
3465,3,0,No,91000,256000,688,89000,163000,111000,363000,1
3466,0,0,No,8000,23000,739,18000,6000,4000,28000,1
3467,1,1,Yes,8000,28000,798,13000,13000,4000,30000,1
3468,5,1,Yes,41000,99000,319,76000,74000,55000,205000,0
3469,5,1,Yes,42000,87000,583,60000,8000,25000,93000,1
3470,3,1,Yes,48000,115000,535,36000,80000,54000,170000,0
3471,3,0,Yes,83000,259000,696,144000,122000,71000,337000,1
3472,4,0,No,76000,239000,672,25000,16000,67000,108000,1
3473,4,1,No,51000,123000,410,92000,92000,56000,240000,0
3474,5,1,No,36000,116000,546,85000,3000,48000,136000,0
3475,3,0,Yes,54000,168000,550,107000,64000,70000,241000,1
3476,5,0,No,7000,14000,344,15000,8000,3000,26000,0
3477,2,0,Yes,98000,382000,743,54000,148000,53000,255000,1
3478,4,1,No,97000,364000,772,138000,113000,135000,386000,1
3479,0,1,Yes,94000,299000,302,123000,15000,82000,220000,0
3480,3,1,Yes,32000,91000,376,45000,8000,17000,70000,0
3481,0,1,Yes,37000,116000,747,0,45000,35000,80000,1
3482,2,1,Yes,42000,158000,710,123000,37000,46000,206000,1
3483,2,0,No,70000,242000,892,206000,5000,92000,303000,1
3484,3,0,No,32000,115000,492,48000,23000,32000,103000,0
3485,5,1,No,79000,177000,559,197000,28000,54000,279000,1
3486,3,0,No,22000,83000,314,11000,9000,20000,40000,0
3487,0,1,Yes,27000,84000,744,12000,41000,20000,73000,1
3488,5,0,No,68000,180000,690,178000,118000,93000,389000,1
3489,3,1,Yes,63000,233000,347,183000,122000,81000,386000,1
3490,5,1,Yes,90000,314000,677,120000,108000,87000,315000,1
3491,1,1,No,47000,157000,468,133000,51000,36000,220000,1
3492,2,0,No,81000,175000,674,108000,127000,93000,328000,1
3493,2,0,No,90000,273000,353,226000,44000,72000,342000,0
3494,4,0,No,38000,141000,727,39000,49000,54000,142000,1
3495,4,0,Yes,88000,222000,512,68000,40000,99000,207000,0
3496,3,0,Yes,87000,272000,454,91000,93000,120000,304000,0
3497,5,0,No,50000,124000,315,74000,86000,40000,200000,0
3498,0,0,Yes,60000,227000,480,2000,119000,87000,208000,0
3499,2,1,Yes,91000,242000,685,256000,19000,91000,366000,1
3500,1,1,No,74000,179000,460,26000,13000,50000,89000,0
3501,1,0,Yes,83000,284000,704,14000,117000,114000,245000,1
3502,1,1,Yes,76000,239000,692,5000,122000,50000,177000,1
3503,1,0,Yes,35000,96000,398,17000,60000,46000,123000,0
3504,5,1,Yes,10000,35000,882,9000,5000,6000,20000,1
3505,5,1,Yes,99000,259000,860,78000,2000,54000,134000,1
3506,2,1,Yes,57000,151000,330,59000,38000,62000,159000,0
3507,5,1,No,7000,24000,447,13000,7000,8000,28000,0
3508,0,0,Yes,96000,238000,788,99000,144000,104000,347000,1
3509,1,0,No,93000,289000,526,111000,16000,110000,237000,0
3510,0,1,No,95000,284000,577,62000,103000,141000,306000,1
3511,4,1,Yes,87000,234000,372,106000,117000,80000,303000,0
3512,5,1,Yes,73000,210000,759,155000,80000,108000,343000,1
3513,3,1,Yes,41000,127000,465,64000,19000,32000,115000,0
3514,2,1,No,29000,102000,789,12000,41000,36000,89000,1
3515,3,1,Yes,75000,179000,680,70000,118000,63000,251000,1
3516,1,1,No,79000,257000,681,149000,30000,88000,267000,1
3517,1,1,Yes,69000,223000,673,174000,1000,90000,265000,1
3518,0,0,No,69000,229000,313,56000,93000,80000,229000,0
3519,0,0,No,48000,188000,551,79000,94000,55000,228000,1
3520,5,1,Yes,77000,244000,453,14000,77000,100000,191000,0
3521,3,0,No,69000,227000,650,9000,134000,64000,207000,1
3522,1,0,No,12000,45000,439,32000,18000,12000,62000,1
3523,1,1,No,29000,96000,658,82000,43000,27000,152000,1
3524,4,1,Yes,55000,189000,379,139000,91000,31000,261000,0
3525,4,1,Yes,32000,107000,450,73000,30000,18000,121000,1
3526,5,0,No,26000,82000,849,74000,20000,27000,121000,1
3527,0,1,No,5000,16000,865,14000,4000,2000,20000,1
3528,0,1,No,18000,69000,853,9000,4000,17000,30000,0
3529,0,0,No,13000,49000,555,24000,12000,17000,53000,1
3530,1,0,No,99000,207000,821,127000,82000,111000,320000,1
3531,0,0,No,20000,47000,820,47000,5000,12000,64000,1
3532,1,0,No,51000,153000,721,70000,61000,59000,190000,1
3533,4,1,Yes,82000,240000,831,230000,30000,54000,314000,1
3534,5,0,No,42000,126000,571,89000,32000,62000,183000,1
3535,2,0,Yes,13000,49000,582,21000,18000,17000,56000,1
3536,1,0,Yes,46000,136000,487,112000,85000,54000,251000,0
3537,1,0,No,66000,197000,758,160000,44000,95000,299000,1
3538,2,1,Yes,83000,301000,636,52000,51000,72000,175000,1
3539,0,1,No,69000,207000,857,171000,137000,88000,396000,1
3540,4,1,Yes,47000,125000,678,137000,2000,70000,209000,1
3541,1,1,No,79000,158000,551,8000,35000,83000,126000,1
3542,3,0,No,88000,249000,668,167000,172000,105000,444000,1
3543,1,1,No,65000,234000,672,50000,104000,76000,230000,1
3544,3,0,No,35000,137000,439,52000,28000,44000,124000,1
3545,2,0,Yes,82000,196000,636,115000,23000,107000,245000,1
3546,0,0,Yes,20000,60000,393,15000,14000,29000,58000,0
3547,5,0,No,27000,82000,848,70000,10000,15000,95000,1
3548,0,1,Yes,53000,176000,790,20000,102000,77000,199000,1
3549,2,0,No,99000,199000,312,214000,22000,110000,346000,0
3550,2,0,Yes,50000,195000,775,31000,47000,65000,143000,1
3551,2,0,No,91000,186000,403,184000,117000,92000,393000,0
3552,3,0,Yes,76000,264000,867,92000,7000,74000,173000,1
3553,0,1,No,52000,178000,558,83000,54000,31000,168000,1
3554,5,1,No,18000,60000,548,14000,24000,26000,64000,1
3555,0,0,No,73000,282000,486,153000,88000,77000,318000,0
3556,4,1,No,32000,116000,635,33000,46000,39000,118000,1
3557,5,1,No,52000,207000,538,32000,20000,36000,88000,1
3558,4,0,No,71000,282000,496,63000,109000,46000,218000,0
3559,4,1,Yes,14000,48000,411,14000,3000,16000,33000,0
3560,4,0,No,27000,107000,857,74000,42000,28000,144000,1
3561,5,1,Yes,65000,181000,360,157000,106000,61000,324000,0
3562,4,1,No,93000,359000,461,98000,127000,114000,339000,0
3563,0,1,Yes,67000,149000,638,33000,69000,81000,183000,1
3564,5,1,No,68000,193000,865,121000,1000,90000,212000,1
3565,5,0,No,56000,136000,449,59000,57000,43000,159000,0
3566,1,0,Yes,19000,47000,870,47000,23000,23000,93000,1
3567,5,0,No,84000,195000,815,53000,25000,72000,150000,1
3568,2,0,Yes,25000,72000,454,42000,10000,21000,73000,0
3569,1,0,Yes,29000,99000,783,13000,1000,26000,40000,1
3570,3,1,Yes,32000,74000,543,36000,45000,46000,127000,0
3571,4,0,Yes,30000,109000,786,76000,33000,32000,141000,1
3572,3,1,Yes,8000,25000,395,15000,3000,5000,23000,0
3573,2,0,Yes,4000,13000,885,2000,3000,5000,10000,1
3574,2,0,No,44000,106000,488,108000,24000,46000,178000,0
3575,2,0,Yes,87000,199000,829,75000,105000,84000,264000,1
3576,4,0,No,74000,154000,677,220000,135000,74000,429000,1
3577,4,0,Yes,57000,144000,645,145000,86000,47000,278000,1
3578,5,0,Yes,97000,276000,788,94000,31000,106000,231000,1
3579,2,0,No,70000,224000,649,122000,99000,89000,310000,1
3580,2,0,No,89000,231000,519,228000,5000,47000,280000,0
3581,3,1,Yes,31000,112000,772,34000,58000,21000,113000,1
3582,4,1,No,22000,61000,330,55000,29000,22000,106000,0
3583,5,0,Yes,71000,215000,557,89000,80000,40000,209000,1
3584,4,1,Yes,82000,190000,334,245000,68000,102000,415000,0
3585,3,1,Yes,98000,284000,487,89000,154000,111000,354000,0
3586,2,1,Yes,39000,97000,539,44000,76000,51000,171000,0
3587,2,1,Yes,22000,81000,710,5000,29000,10000,44000,1
3588,5,0,Yes,6000,17000,879,11000,1000,7000,19000,1
3589,4,0,Yes,69000,220000,512,61000,91000,39000,191000,0
3590,2,1,Yes,74000,273000,561,126000,4000,96000,226000,1
3591,3,0,Yes,40000,116000,539,59000,26000,47000,132000,0
3592,3,0,Yes,7000,20000,544,8000,13000,4000,25000,0
3593,2,0,Yes,19000,46000,631,32000,27000,27000,86000,1
3594,2,1,No,22000,68000,546,46000,2000,22000,70000,0
3595,1,1,Yes,20000,56000,569,50000,11000,16000,77000,1
3596,4,0,No,74000,179000,384,134000,123000,47000,304000,0
3597,2,0,Yes,23000,90000,583,36000,13000,34000,83000,1
3598,5,0,Yes,40000,155000,517,0,6000,35000,41000,0
3599,3,1,Yes,15000,58000,420,8000,19000,14000,41000,0
3600,2,0,Yes,52000,129000,644,4000,50000,75000,129000,1
3601,2,1,No,54000,145000,349,108000,48000,66000,222000,0
3602,3,1,No,77000,253000,662,34000,114000,99000,247000,1
3603,0,0,Yes,19000,64000,704,9000,34000,19000,62000,1
3604,4,0,Yes,64000,155000,324,184000,111000,45000,340000,0
3605,5,1,No,7000,17000,757,19000,2000,6000,27000,1
3606,3,1,Yes,58000,230000,361,60000,101000,28000,189000,0
3607,1,1,No,18000,54000,415,44000,20000,18000,82000,1
3608,5,1,Yes,43000,138000,618,96000,8000,24000,128000,1
3609,4,1,No,80000,271000,524,169000,109000,84000,362000,0
3610,0,0,No,11000,41000,887,4000,13000,13000,30000,1
3611,2,0,Yes,88000,311000,729,123000,24000,94000,241000,1
3612,4,1,No,48000,186000,774,108000,58000,65000,231000,1
3613,0,0,Yes,2000,7000,724,6000,0,3000,9000,1
3614,5,1,Yes,14000,27000,320,9000,25000,20000,54000,0
3615,5,1,No,25000,64000,590,32000,39000,35000,106000,1
3616,5,1,No,81000,253000,796,159000,126000,78000,363000,1
3617,0,1,Yes,61000,192000,890,139000,59000,76000,274000,1
3618,0,0,Yes,20000,46000,651,21000,24000,16000,61000,1
3619,4,0,No,48000,101000,634,92000,3000,69000,164000,1
3620,4,1,Yes,9000,28000,660,12000,14000,9000,35000,1
3621,4,0,No,13000,35000,512,33000,14000,7000,54000,0
3622,4,0,Yes,42000,91000,900,67000,53000,59000,179000,1
3623,2,1,Yes,33000,111000,823,46000,15000,29000,90000,1
3624,2,0,Yes,87000,284000,880,80000,18000,44000,142000,1
3625,1,0,Yes,8000,26000,439,6000,0,4000,10000,1
3626,5,1,Yes,74000,171000,441,147000,16000,108000,271000,0
3627,3,0,No,69000,185000,360,140000,0,96000,236000,0
3628,1,1,Yes,88000,337000,561,102000,71000,119000,292000,1
3629,2,1,Yes,86000,325000,758,209000,6000,69000,284000,1
3630,2,1,No,54000,206000,621,112000,22000,55000,189000,1
3631,4,1,Yes,29000,59000,621,2000,31000,35000,68000,1
3632,3,1,No,98000,210000,342,254000,166000,70000,490000,0
3633,4,1,No,33000,108000,552,42000,9000,33000,84000,1
3634,0,0,No,3000,5000,376,3000,0,3000,6000,0
3635,0,1,No,15000,43000,801,44000,22000,11000,77000,1
3636,3,0,Yes,54000,163000,512,16000,34000,60000,110000,1
3637,0,1,No,66000,152000,497,15000,69000,93000,177000,0
3638,0,1,No,57000,172000,386,42000,71000,29000,142000,0
3639,3,0,Yes,85000,261000,683,66000,104000,57000,227000,1
3640,0,1,No,74000,241000,779,8000,29000,49000,86000,1
3641,3,0,Yes,78000,177000,876,156000,152000,108000,416000,1
3642,3,1,Yes,72000,165000,515,78000,63000,106000,247000,0
3643,2,0,No,76000,193000,463,54000,15000,96000,165000,0
3644,4,0,Yes,70000,267000,486,106000,122000,60000,288000,1
3645,0,0,No,57000,130000,328,78000,75000,82000,235000,0
3646,2,0,No,82000,306000,343,98000,115000,70000,283000,0
3647,0,1,Yes,90000,278000,712,9000,67000,58000,134000,1
3648,3,0,No,39000,119000,607,66000,60000,20000,146000,1
3649,0,1,No,65000,162000,812,172000,107000,62000,341000,1
3650,4,0,Yes,23000,77000,589,60000,44000,23000,127000,1
3651,1,0,No,57000,218000,657,141000,32000,32000,205000,1
3652,4,0,No,8000,28000,453,15000,3000,6000,24000,0
3653,4,0,Yes,84000,197000,889,224000,58000,121000,403000,1
3654,1,1,Yes,43000,172000,564,104000,66000,22000,192000,1
3655,1,0,Yes,3000,9000,419,8000,0,3000,11000,0
3656,1,1,No,87000,340000,663,54000,107000,81000,242000,1
3657,1,0,No,44000,121000,884,98000,65000,60000,223000,1
3658,1,1,Yes,56000,168000,528,75000,65000,39000,179000,0
3659,2,1,No,6000,13000,475,1000,11000,6000,18000,0
3660,4,0,Yes,25000,51000,695,11000,41000,35000,87000,1
3661,5,0,No,38000,105000,759,18000,67000,53000,138000,1
3662,2,0,No,25000,96000,636,9000,10000,20000,39000,1
3663,3,0,Yes,55000,204000,546,106000,82000,40000,228000,0
3664,5,1,Yes,45000,171000,639,106000,75000,65000,246000,1
3665,4,0,No,19000,40000,388,5000,14000,9000,28000,0
3666,5,1,Yes,64000,200000,594,1000,21000,55000,77000,1
3667,1,0,Yes,38000,111000,760,21000,18000,57000,96000,1
3668,4,0,Yes,63000,169000,582,160000,36000,60000,256000,1
3669,3,0,No,3000,6000,896,3000,4000,4000,11000,1
3670,5,0,Yes,71000,218000,891,70000,0,47000,117000,1
3671,2,0,Yes,6000,17000,495,17000,2000,5000,24000,0
3672,3,1,Yes,44000,153000,865,12000,84000,34000,130000,1
3673,4,0,No,76000,208000,775,19000,136000,64000,219000,1
3674,5,1,Yes,87000,264000,318,118000,29000,92000,239000,0
3675,3,1,Yes,56000,127000,395,82000,93000,64000,239000,0
3676,4,0,No,41000,131000,772,112000,42000,38000,192000,1
3677,2,0,Yes,79000,161000,318,173000,29000,93000,295000,0
3678,3,0,Yes,56000,209000,649,40000,107000,82000,229000,1
3679,3,0,No,12000,31000,438,15000,22000,10000,47000,0
3680,5,1,No,69000,197000,588,98000,75000,73000,246000,1
3681,5,0,No,27000,56000,815,11000,20000,26000,57000,1
3682,4,1,Yes,98000,221000,364,168000,111000,73000,352000,0
3683,2,0,No,93000,323000,586,143000,64000,104000,311000,1
3684,4,0,No,67000,253000,555,169000,36000,49000,254000,1
3685,4,1,No,13000,46000,312,18000,6000,8000,32000,0
3686,2,1,Yes,79000,171000,605,192000,141000,104000,437000,1
3687,5,0,No,67000,232000,672,16000,67000,54000,137000,1
3688,2,0,Yes,21000,45000,591,25000,5000,15000,45000,1
3689,4,1,Yes,47000,110000,321,101000,1000,69000,171000,0
3690,2,1,No,37000,134000,393,64000,6000,35000,105000,0
3691,0,1,Yes,58000,218000,561,44000,72000,42000,158000,1
3692,5,1,Yes,24000,69000,725,17000,4000,24000,45000,1
3693,1,0,Yes,81000,276000,438,10000,105000,80000,195000,0
3694,5,1,Yes,54000,214000,399,40000,97000,68000,205000,0
3695,0,1,No,14000,54000,592,41000,4000,8000,53000,1
3696,2,0,No,25000,86000,835,25000,40000,13000,78000,1
3697,0,0,Yes,16000,53000,733,4000,21000,11000,36000,1
3698,0,0,No,37000,106000,484,58000,13000,35000,106000,0
3699,5,0,Yes,5000,18000,615,5000,7000,3000,15000,1
3700,3,0,Yes,53000,195000,591,132000,47000,79000,258000,1
3701,0,1,Yes,28000,68000,349,41000,20000,14000,75000,0
3702,1,1,Yes,96000,299000,478,185000,152000,94000,431000,0
3703,4,1,No,22000,78000,633,0,39000,19000,58000,1
3704,1,0,Yes,84000,309000,378,186000,10000,111000,307000,0
3705,1,0,No,21000,53000,461,15000,38000,17000,70000,0
3706,2,0,Yes,28000,70000,834,5000,29000,13000,47000,1
3707,0,0,No,25000,58000,671,74000,5000,20000,99000,1
3708,3,1,Yes,17000,58000,524,41000,29000,8000,78000,0
3709,3,1,No,61000,207000,816,149000,54000,59000,262000,1
3710,3,1,No,41000,117000,729,69000,62000,21000,152000,1
3711,5,0,Yes,45000,127000,307,110000,38000,27000,175000,0
3712,2,1,Yes,56000,191000,350,27000,12000,42000,81000,0
3713,3,0,Yes,58000,166000,444,133000,59000,85000,277000,0
3714,4,0,No,86000,267000,895,22000,88000,69000,179000,1
3715,2,1,No,29000,105000,708,42000,6000,43000,91000,1
3716,2,0,Yes,83000,176000,355,10000,7000,68000,85000,0
3717,5,0,No,24000,51000,756,15000,2000,34000,51000,1
3718,4,1,No,56000,120000,719,56000,29000,34000,119000,1
3719,1,1,Yes,95000,354000,439,4000,12000,135000,151000,0
3720,4,0,Yes,49000,159000,668,108000,83000,28000,219000,1
3721,4,0,Yes,59000,165000,765,130000,94000,35000,259000,1
3722,5,1,Yes,5000,15000,476,2000,2000,7000,11000,1
3723,3,1,No,70000,217000,781,54000,85000,96000,235000,1
3724,1,0,No,35000,127000,350,52000,68000,18000,138000,1
3725,0,1,No,52000,122000,783,50000,20000,51000,121000,1
3726,3,1,Yes,63000,199000,770,19000,24000,31000,74000,1
3727,2,0,No,84000,283000,822,18000,160000,44000,222000,1
3728,1,0,Yes,75000,225000,469,123000,96000,45000,264000,0
3729,2,1,No,33000,130000,300,55000,59000,31000,145000,0
3730,2,0,No,88000,224000,692,217000,51000,109000,377000,1
3731,5,1,No,2000,7000,707,-1000,1000,2000,2000,1
3732,5,0,Yes,80000,291000,658,106000,86000,46000,238000,1
3733,3,1,No,10000,40000,625,7000,1000,5000,13000,1
3734,1,1,No,94000,267000,343,76000,25000,132000,233000,0
3735,5,1,No,21000,73000,358,37000,32000,22000,91000,0
3736,4,1,Yes,54000,115000,705,146000,38000,61000,245000,1
3737,2,1,Yes,47000,151000,799,97000,25000,47000,169000,1
3738,3,1,No,88000,337000,397,173000,160000,88000,421000,0
3739,5,1,No,32000,122000,493,77000,62000,21000,160000,0
3740,0,1,Yes,72000,219000,446,177000,109000,76000,362000,1
3741,2,0,Yes,25000,72000,315,55000,33000,28000,116000,0
3742,5,0,Yes,69000,157000,887,138000,53000,45000,236000,1
3743,5,1,Yes,57000,205000,429,28000,19000,39000,86000,0
3744,4,1,Yes,55000,151000,673,105000,80000,72000,257000,1
3745,4,0,Yes,92000,291000,731,145000,83000,50000,278000,1
3746,5,1,Yes,57000,115000,732,158000,37000,53000,248000,1
3747,5,1,Yes,50000,164000,525,130000,91000,33000,254000,0
3748,4,0,No,23000,55000,343,-1000,41000,32000,72000,0
3749,0,0,Yes,30000,110000,331,80000,45000,24000,149000,0
3750,0,0,No,79000,262000,845,142000,147000,63000,352000,1
3751,2,1,No,20000,62000,696,41000,6000,13000,60000,1
3752,5,0,No,27000,87000,772,22000,28000,37000,87000,1
3753,3,1,Yes,64000,158000,628,69000,27000,53000,149000,1
3754,0,0,Yes,82000,191000,764,229000,89000,40000,358000,1
3755,1,1,No,28000,69000,553,4000,49000,42000,95000,1
3756,1,0,No,89000,200000,653,127000,6000,99000,232000,1
3757,1,0,No,51000,200000,506,79000,89000,67000,235000,1
3758,3,1,No,28000,85000,431,62000,17000,22000,101000,0
3759,2,0,Yes,61000,123000,697,141000,91000,35000,267000,1
3760,2,0,No,84000,245000,588,110000,13000,104000,227000,1
3761,1,0,No,16000,56000,846,6000,28000,12000,46000,1
3762,5,1,No,41000,110000,379,62000,17000,54000,133000,0
3763,1,0,No,3000,7000,745,0,0,1000,1000,1
3764,3,1,No,96000,345000,523,261000,26000,53000,340000,0
3765,4,1,Yes,83000,254000,624,229000,40000,54000,323000,1
3766,1,1,No,46000,167000,407,130000,60000,28000,218000,0
3767,3,0,Yes,56000,116000,756,33000,18000,78000,129000,1
3768,3,1,Yes,41000,83000,351,60000,1000,22000,83000,0
3769,3,0,No,37000,134000,373,28000,1000,25000,54000,0
3770,4,0,Yes,8000,24000,461,13000,13000,3000,29000,1
3771,4,1,No,81000,281000,672,56000,92000,95000,243000,1
3772,2,1,Yes,27000,95000,434,27000,15000,18000,60000,0
3773,2,0,Yes,70000,214000,541,37000,13000,96000,146000,0
3774,3,0,Yes,81000,293000,413,81000,151000,64000,296000,1
3775,1,1,No,32000,76000,592,30000,14000,47000,91000,1
3776,4,0,Yes,4000,14000,665,3000,3000,2000,8000,1
3777,1,1,No,78000,239000,313,26000,153000,109000,288000,1
3778,0,0,No,58000,196000,673,89000,107000,72000,268000,1
3779,0,0,Yes,26000,60000,382,17000,22000,16000,55000,0
3780,5,0,No,54000,211000,661,158000,104000,54000,316000,1
3781,3,1,Yes,6000,17000,576,4000,1000,5000,10000,1
3782,1,1,No,6000,12000,443,7000,10000,8000,25000,0
3783,5,1,Yes,95000,217000,307,275000,27000,97000,399000,0
3784,4,1,Yes,19000,48000,656,15000,16000,17000,48000,1
3785,1,1,Yes,98000,212000,885,180000,164000,108000,452000,1
3786,3,1,No,78000,166000,896,124000,108000,55000,287000,1
3787,5,0,No,49000,141000,802,33000,75000,27000,135000,1
3788,3,1,Yes,83000,227000,650,36000,160000,58000,254000,1
3789,4,0,Yes,39000,89000,665,93000,40000,53000,186000,1
3790,2,1,No,90000,357000,339,152000,84000,90000,326000,0
3791,1,0,No,96000,324000,447,154000,184000,47000,385000,0
3792,5,0,Yes,10000,24000,613,16000,13000,6000,35000,1
3793,5,1,No,28000,72000,424,9000,50000,32000,91000,0
3794,2,0,No,83000,208000,667,193000,41000,68000,302000,1
3795,4,0,Yes,69000,183000,715,82000,6000,75000,163000,1
3796,5,0,Yes,38000,91000,654,90000,40000,30000,160000,1
3797,2,0,No,80000,178000,549,24000,97000,108000,229000,0
3798,4,1,Yes,98000,297000,373,111000,55000,100000,266000,1
3799,0,1,Yes,29000,72000,332,36000,57000,36000,129000,0
3800,4,1,No,79000,315000,534,124000,85000,64000,273000,0
3801,3,0,No,46000,179000,396,107000,40000,26000,173000,0
3802,2,1,No,10000,37000,892,22000,8000,5000,35000,1
3803,5,1,No,90000,213000,602,34000,77000,110000,221000,1
3804,0,1,Yes,94000,361000,615,212000,38000,91000,341000,1
3805,5,1,Yes,74000,233000,482,157000,36000,68000,261000,0
3806,0,1,No,66000,201000,397,192000,70000,84000,346000,0
3807,0,0,No,13000,34000,464,12000,2000,14000,28000,0
3808,0,1,Yes,11000,34000,832,32000,2000,16000,50000,1
3809,5,1,No,92000,348000,802,220000,110000,125000,455000,1
3810,2,1,No,70000,239000,628,134000,66000,72000,272000,1
3811,4,1,No,51000,188000,694,64000,53000,41000,158000,1
3812,1,0,Yes,32000,93000,741,38000,35000,23000,96000,1
3813,1,0,Yes,37000,109000,748,37000,28000,41000,106000,1
3814,5,1,No,36000,128000,320,25000,29000,29000,83000,1
3815,1,1,No,56000,117000,774,110000,43000,65000,218000,1
3816,0,0,Yes,95000,320000,500,83000,97000,56000,236000,1
3817,4,0,No,15000,40000,706,0,27000,17000,44000,1
3818,4,0,No,74000,183000,601,164000,126000,61000,351000,1
3819,2,1,No,60000,174000,806,18000,21000,35000,74000,1
3820,0,1,Yes,30000,96000,644,39000,7000,30000,76000,1
3821,4,1,Yes,60000,129000,723,7000,16000,41000,64000,1
3822,5,1,Yes,6000,15000,509,16000,1000,8000,25000,0
3823,0,1,No,18000,66000,898,24000,1000,14000,39000,1
3824,2,1,Yes,55000,120000,567,72000,47000,70000,189000,1
3825,1,1,No,10000,21000,715,22000,10000,11000,43000,1
3826,2,0,Yes,17000,35000,854,50000,24000,17000,91000,1
3827,1,1,Yes,34000,123000,523,61000,47000,26000,134000,0
3828,1,1,Yes,96000,359000,534,245000,177000,54000,476000,0
3829,0,0,Yes,26000,76000,470,7000,7000,29000,43000,0
